Platform,Year,Genre,Publisher,Global_Sales,meta_score,user_review,Global_Sales_mean_genre,Global_Sales_mean_platform,Year_Global_Sales_mean_genre,Year_Global_Sales_mean_platform,Cumulative_Sales_Genre,Cumulative_Sales_Platform
SAT,1996,Role-Playing,Micro Cabin,0.1,73.0,7.7,0.622510067114094,0.1941618497109827,1242.5300939597316,387.54705202312147,899.3100000000001,29.57
GBA,2004,Action,Activision,0.1,33.0,6.3,0.5264508393285372,0.3870230862697448,1055.0074820143886,775.5942648845686,1677.87,291.66
X360,2008,Sports,Electronic Arts,0.1,77.0,7.1,0.5670881226053639,0.7692169146436961,1138.7129501915706,1544.5875646045417,1278.97,957.68
PS2,2007,Action,Activision,0.1,65.0,8.2,0.5264508393285372,0.58089986155976,1056.5868345323743,1165.8660221504383,1677.97,1208.53
XOne,2015,Sports,Electronic Arts,0.1,60.0,5.6,0.5670881226053639,0.6622535211267606,1142.6825670498083,1334.4408450704227,1279.07,138.54
DS,2008,Action,Activision,0.1,77.0,7.3,0.5264508393285372,0.3801293900184843,1057.1132853717027,763.2998151571164,1678.07,770.97
X360,2006,Shooter,Atari,0.1,76.0,7.3,0.7908155487804878,0.7692169146436961,1586.3759908536585,1543.0491307752545,1007.46,957.78
DS,2009,Puzzle,Destineer,0.1,73.0,7.45,0.4208762886597938,0.3801293900184843,845.5404639175258,763.6799445471349,229.86,771.07
PSP,2010,Simulation,D3Publisher,0.1,65.0,7.4,0.4519354838709677,0.24425391591096457,908.3903225806451,490.95037098103876,374.38,265.66
XB,2002,Sports,Activision,0.1,80.0,6.8,0.5670881226053639,0.31342233009708736,1135.3104214559385,627.471504854369,1279.17,236.49
XB,2004,Fighting,Ignition Entertainment,0.1,68.0,7.4,0.529375,0.31342233009708736,1060.8675,628.0983495145631,430.71,236.59
PS2,2005,Platform,Global Star,0.1,49.0,8.0,0.9373055242390079,0.58089986155976,1879.2975760992108,1164.7042224273189,816.88,1208.63
SAT,1997,Shooter,Namco Bandai Games,0.1,73.0,7.7,0.7908155487804878,0.1941618497109827,1579.258650914634,387.7412138728324,1007.56,29.67
PS,2001,Racing,Acclaim Entertainment,0.1,68.0,7.6,0.5853944223107569,0.6109197324414716,1171.3742390438244,1222.4503846153846,709.88,711.33
Wii,2008,Racing,Activision,0.1,68.0,7.5,0.5853944223107569,0.6992690278824416,1175.4719999999998,1404.1322079879428,709.98,891.75
PS,1998,Action,Jaleco,0.1,80.0,8.2,0.5264508393285372,0.6109197324414716,1051.8487769784174,1220.6176254180602,1678.17,711.43
XB,2004,Role-Playing,Ubisoft,0.1,75.0,7.5,0.622510067114094,0.31342233009708736,1247.5101744966444,628.0983495145631,899.41,236.69
Wii,2007,Role-Playing,Tecmo Koei,0.1,65.0,7.9,0.622510067114094,0.6992690278824416,1249.3777046979865,1403.4329389600603,899.51,891.85
Wii,2008,Sports,Activision,0.1,72.0,7.6,0.5670881226053639,0.6992690278824416,1138.7129501915706,1404.1322079879428,1279.27,891.95
X360,2010,Racing,Deep Silver,0.1,64.0,7.1,0.5853944223107569,0.7692169146436961,1176.6427888446212,1546.1259984338292,710.08,957.88
DS,2007,Misc,Namco Bandai Games,0.1,70.0,7.5,0.4657619321449109,0.3801293900184843,934.7841978148361,762.9196857670979,759.76,771.17
PS2,2004,Shooter,Zoo Digital Publishing,0.1,78.0,8.3,0.7908155487804878,0.58089986155976,1584.7943597560975,1164.123322565759,1007.66,1208.73
X360,2010,Strategy,Compile Heart,0.1,77.0,7.6,0.2568035190615836,0.7692169146436961,516.1750733137831,1546.1259984338292,158.24,957.98
GBA,2001,Strategy,Nintendo,0.1,84.5,8.55,0.2568035190615836,0.3870230862697448,513.8638416422287,774.4331956257594,158.34,291.76
N64,1998,Misc,GameTek,0.1,76.5,8.149999999999999,0.4657619321449109,0.6861442006269592,930.592340425532,1370.9161128526646,759.86,214.23
N64,2000,Platform,Ubisoft,0.1,90.0,8.7,0.9373055242390079,0.6861442006269592,1874.6110484780158,1372.2884012539184,816.98,214.33
N64,2001,Role-Playing,THQ,0.1,93.0,9.0,0.622510067114094,0.6861442006269592,1245.642644295302,1372.9745454545455,899.61,214.43
PS3,2012,Fighting,Aqua Plus,0.1,77.0,7.3,0.529375,0.7202102102102103,1065.1025000000002,1449.062942942943,430.81,936.76
N64,1998,Sports,Crave Entertainment,0.1,84.0,8.0,0.5670881226053639,0.6861442006269592,1133.042068965517,1370.9161128526646,1279.37,214.53
N64,2000,Racing,Infogrames,0.1,84.0,8.4,0.5853944223107569,0.6861442006269592,1170.7888446215138,1372.2884012539184,710.18,214.63
N64,1997,Fighting,Natsume,0.1,84.0,8.6,0.529375,0.6861442006269592,1057.161875,1370.2299686520375,430.91,214.73
N64,1997,Sports,Konami Digital Entertainment,0.1,84.0,8.0,0.5670881226053639,0.6861442006269592,1132.4749808429117,1370.2299686520375,1279.47,214.83
N64,1998,Action,Infogrames,0.1,89.5,8.350000000000001,0.5264508393285372,0.6861442006269592,1051.8487769784174,1370.9161128526646,1678.27,214.93
PS3,2008,Shooter,Activision,0.1,75.0,7.3,0.7908155487804878,0.7202102102102103,1587.9576219512194,1446.1821021021021,1007.76,936.86
N64,1998,Racing,Ocean,0.1,84.0,8.4,0.5853944223107569,0.6861442006269592,1169.6180557768923,1370.9161128526646,710.28,215.03
N64,1998,Sports,Interplay,0.1,84.0,8.0,0.5670881226053639,0.6861442006269592,1133.042068965517,1370.9161128526646,1279.57,215.13
PS,1999,Fighting,Infogrames,0.1,84.0,8.4,0.529375,0.6109197324414716,1058.2206250000002,1221.2285451505018,431.01,711.53
PC,2010,Action,Electronic Arts,0.1,77.0,7.4,0.5264508393285372,0.26725025746652936,1058.1661870503597,537.173017507724,1678.37,232.66
DS,2009,Misc,Avanquest,0.1,70.0,7.5,0.4657619321449109,0.3801293900184843,935.715721679126,763.6799445471349,759.96,771.27
GBA,2002,Platform,Ubisoft,0.1,76.5,8.0,0.9373055242390079,0.3870230862697448,1876.485659526494,774.820218712029,817.08,291.86
Wii,2008,Sports,Oxygen Interactive,0.1,72.0,7.6,0.5670881226053639,0.6992690278824416,1138.7129501915706,1404.1322079879428,1279.67,892.05
PS3,2011,Fighting,Capcom,0.1,80.0,6.6,0.529375,0.7202102102102103,1064.5731250000001,1448.3427327327329,431.11,936.96
DS,2008,Adventure,Oxygen Interactive,0.1,67.0,7.9,0.18574980574980576,0.3801293900184843,372.98560994560995,763.2998151571164,204.9,771.37
PS,2001,Action,3DO,0.1,80.0,8.2,0.5264508393285372,0.6109197324414716,1053.428129496403,1222.4503846153846,1678.47,711.63
GBA,2003,Action,Ubisoft,0.1,77.0,8.7,0.5264508393285372,0.3870230862697448,1054.48103117506,775.2072417982988,1678.57,291.96
PC,2011,Action,Electronic Arts,0.1,77.0,7.4,0.5264508393285372,0.26725025746652936,1058.6926378896883,537.4402677651906,1678.67,232.76
X360,2005,Sports,Take-Two Interactive,0.1,75.0,6.1,0.5670881226053639,0.7692169146436961,1137.0116858237545,1542.2799138606108,1279.77,958.08
DC,1999,Fighting,Capcom,0.1,89.0,8.5,0.529375,0.3071153846153846,1058.2206250000002,613.9236538461539,431.21,14.78
PSP,2006,Sports,Midway Games,0.1,69.0,7.7,0.5670881226053639,0.24425391591096457,1137.57877394636,489.9733553173949,1279.87,265.76
PS2,2001,Role-Playing,Metro 3D,0.1,60.0,8.6,0.622510067114094,0.58089986155976,1245.642644295302,1162.3806229810798,899.71,1208.83
PS,1999,Strategy,LEGO Media,0.1,67.5,8.3,0.2568035190615836,0.6109197324414716,513.3502346041056,1221.2285451505018,158.44,711.73
XB,2004,Shooter,Konami Digital Entertainment,0.1,69.0,7.4,0.7908155487804878,0.31342233009708736,1584.7943597560975,628.0983495145631,1007.86,236.79
PS3,2014,Fighting,Namco Bandai Games,0.1,77.0,7.3,0.529375,0.7202102102102103,1066.16125,1450.5033633633634,431.31,937.0600000000001
PS,1997,Simulation,Sony Computer Entertainment,0.1,79.5,8.25,0.4519354838709677,0.6109197324414716,902.5151612903226,1220.0067056856187,374.48,711.83
PS4,2015,Role-Playing,Tecmo Koei,0.1,75.0,7.8,0.622510067114094,0.8276785714285715,1254.3577852348992,1667.7723214285716,899.8100000000001,272.4
3DS,2011,Action,THQ,0.1,71.0,7.1,0.5264508393285372,0.4861689587426326,1058.6926378896883,977.6857760314342,1678.77,235.62
XB,2003,Action,THQ,0.1,72.0,7.7,0.5264508393285372,0.31342233009708736,1054.48103117506,627.784927184466,1678.87,236.89000000000001
XB,2004,Shooter,Ubisoft,0.1,74.0,7.6,0.7908155487804878,0.31342233009708736,1584.7943597560975,628.0983495145631,1007.96,236.99
DS,2005,Simulation,Marvelous Interactive,0.1,67.0,7.2,0.4519354838709677,0.3801293900184843,906.1306451612903,762.159426987061,374.58,771.47
DS,2007,Fighting,Sega,0.1,72.0,7.65,0.529375,0.3801293900184843,1062.455625,762.9196857670979,431.41,771.57
XB,2005,Adventure,Atari,0.1,84.0,8.1,0.18574980574980576,0.31342233009708736,372.42836052836054,628.4117718446602,205.0,237.09
PS3,2014,Racing,Deep Silver,0.1,67.0,4.9,0.5853944223107569,0.7202102102102103,1178.9843665338644,1450.5033633633634,710.38,937.16
DS,2007,Misc,Benesse,0.1,70.0,7.5,0.4657619321449109,0.3801293900184843,934.7841978148361,762.9196857670979,760.06,771.67
XB,2006,Platform,Activision,0.1,61.0,7.8,0.9373055242390079,0.31342233009708736,1880.2348816234498,628.7251941747572,817.1800000000001,237.19
XB,2002,Puzzle,Microsoft Game Studios,0.1,28.0,3.4,0.4208762886597938,0.31342233009708736,842.5943298969072,627.471504854369,229.96,237.29
PS3,2015,Role-Playing,Namco Bandai Games,0.1,75.5,7.9,0.622510067114094,0.7202102102102103,1254.3577852348992,1451.2235735735737,899.91,937.26
PS,1994,Role-Playing,Sony Computer Entertainment,0.1,82.0,8.8,0.622510067114094,0.6109197324414716,1241.2850738255033,1218.1739464882944,900.01,711.93
PS4,2015,Action,D3Publisher,0.1,73.0,7.1,0.5264508393285372,0.8276785714285715,1060.7984412470025,1667.7723214285716,1678.97,272.5
Wii,2012,Sports,Konami Digital Entertainment,0.1,72.0,7.6,0.5670881226053639,0.6992690278824416,1140.9813026819922,1406.9292840994726,1279.97,892.15
PS,1997,Racing,Codemasters,0.1,74.5,8.25,0.5853944223107569,0.6109197324414716,1169.0326613545815,1220.0067056856187,710.48,712.03
Wii,2011,Misc,505 Games,0.1,70.0,7.2,0.4657619321449109,0.6992690278824416,936.6472455434158,1406.23001507159,760.16,892.25
XB,2005,Sports,Take-Two Interactive,0.1,82.0,7.4,0.5670881226053639,0.31342233009708736,1137.0116858237545,628.4117718446602,1280.07,237.39000000000001
DC,2000,Adventure,Sega,0.1,88.0,9.1,0.18574980574980576,0.3071153846153846,371.49961149961155,614.2307692307693,205.1,14.88
PS3,2010,Misc,Black Bean Games,0.1,76.0,7.45,0.4657619321449109,0.7202102102102103,936.1814836112709,1447.6225225225226,760.26,937.36
SAT,1995,Misc,Jaleco,0.1,73.0,7.7,0.4657619321449109,0.1941618497109827,929.1950546290973,387.35289017341046,760.36,29.77
PS3,2011,Action,THQ,0.1,74.0,7.5,0.5264508393285372,0.7202102102102103,1058.6926378896883,1448.3427327327329,1679.07,937.46
DS,2006,Action,Ubisoft,0.1,57.0,7.3,0.5264508393285372,0.3801293900184843,1056.0603836930457,762.5395563770795,1679.17,771.77
XB,2003,Misc,Microsoft Game Studios,0.1,71.0,7.2,0.4657619321449109,0.31342233009708736,932.9211500862565,627.784927184466,760.46,237.49
SNES,1995,Racing,Media Rings,0.1,73.0,7.7,0.5853944223107569,0.8370292887029289,1167.86187250996,1669.8734309623433,710.58,197.59
PSP,2006,Racing,Sega,0.1,69.0,7.6,0.5853944223107569,0.24425391591096457,1174.3012111553783,489.9733553173949,710.68,265.86
PSV,2012,Role-Playing,Namco Bandai Games,0.1,72.0,8.0,0.622510067114094,0.14995157384987892,1252.490255033557,301.7025665859564,900.11,52.3
3DS,2011,Action,Activision,0.1,71.0,7.1,0.5264508393285372,0.4861689587426326,1058.6926378896883,977.6857760314342,1679.27,235.72
DS,2009,Simulation,Ubisoft,0.1,67.0,7.2,0.4519354838709677,0.3801293900184843,907.9383870967741,763.6799445471349,374.68,771.87
X360,2012,Shooter,Konami Digital Entertainment,0.1,76.0,7.3,0.7908155487804878,0.7692169146436961,1591.1208841463415,1547.6644322631166,1008.06,958.18
PC,1999,Strategy,Microsoft Game Studios,0.1,92.0,9.1,0.2568035190615836,0.26725025746652936,513.3502346041056,534.2332646755922,158.54,232.86
PC,2010,Strategy,THQ,0.1,84.0,8.6,0.2568035190615836,0.26725025746652936,516.1750733137831,537.173017507724,158.64000000000001,232.96
XB,2005,Action,Vivendi Games,0.1,72.0,7.7,0.5264508393285372,0.31342233009708736,1055.533932853717,628.4117718446602,1679.37,237.59
X360,2007,Adventure,Ubisoft,0.1,63.0,7.199999999999999,0.18574980574980576,0.7692169146436961,372.7998601398602,1543.818347689898,205.2,958.28
PC,2014,Racing,Codemasters,0.1,61.0,4.9,0.5853944223107569,0.26725025746652936,1178.9843665338644,538.2420185375902,710.78,233.06
Wii,2007,Action,Game Factory,0.1,58.0,7.8,0.5264508393285372,0.6992690278824416,1056.5868345323743,1403.4329389600603,1679.47,892.35
PSV,2014,Adventure,Type-Moon,0.1,83.0,8.2,0.18574980574980576,0.14995157384987892,374.1001087801088,302.00246973365614,205.3,52.4
PS2,2008,Adventure,Kadokawa Shoten,0.1,67.5,8.0,0.18574980574980576,0.58089986155976,372.98560994560995,1166.4469220119981,205.4,1208.93
3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.1,68.0,6.4,0.4208762886597938,0.4861689587426326,847.223969072165,978.6581139489194,230.06,235.82
DS,2011,Adventure,City Interactive,0.1,67.0,7.9,0.18574980574980576,0.3801293900184843,373.5428593628594,764.4402033271718,205.5,771.97
DS,2010,Puzzle,THQ,0.1,73.0,7.45,0.4208762886597938,0.3801293900184843,845.9613402061856,764.0600739371534,230.16,772.07
XOne,2015,Racing,Milestone S.r.l.,0.1,80.5,6.8,0.5853944223107569,0.6622535211267606,1179.569760956175,1334.4408450704227,710.88,138.64
Wii,2007,Fighting,Takara Tomy,0.1,72.0,7.85,0.529375,0.6992690278824416,1062.455625,1403.4329389600603,431.51,892.45
GC,2001,Misc,Kemco,0.1,70.0,7.9,0.4657619321449109,0.35850987432675047,931.9896262219668,717.3782585278277,760.56,186.98
DS,2009,Misc,Nintendo,0.1,70.0,7.5,0.4657619321449109,0.3801293900184843,935.715721679126,763.6799445471349,760.66,772.17
X360,2010,Sports,Activision,0.1,77.0,7.1,0.5670881226053639,0.7692169146436961,1139.8471264367815,1546.1259984338292,1280.17,958.38
PS2,2003,Platform,Gotham Games,0.1,69.0,8.3,0.9373055242390079,0.58089986155976,1877.422965050733,1163.5424227041995,817.28,1209.03
SAT,1996,Fighting,SNK,0.1,73.0,7.7,0.529375,0.1941618497109827,1056.6325000000002,387.54705202312147,431.61,29.87
X360,2010,Role-Playing,JoWood Productions,0.1,64.0,5.1,0.622510067114094,0.7692169146436961,1251.2452348993288,1546.1259984338292,900.21,958.48
X360,2011,Racing,D3Publisher,0.1,77.0,7.2,0.5853944223107569,0.7692169146436961,1177.228183266932,1546.895215348473,710.98,958.58
PS2,2002,Sports,Electronic Arts,0.1,78.0,8.0,0.5670881226053639,0.58089986155976,1135.3104214559385,1162.9615228426396,1280.27,1209.13
DS,2009,Shooter,Enjoy Gaming ltd.,0.1,73.0,7.550000000000001,0.7908155487804878,0.3801293900184843,1588.7484375,763.6799445471349,1008.16,772.27
X360,2011,Misc,THQ,0.1,60.0,7.2,0.4657619321449109,0.7692169146436961,936.6472455434158,1546.895215348473,760.76,958.68
XB,2004,Action,Ubisoft,0.1,67.0,5.4,0.5264508393285372,0.31342233009708736,1055.0074820143886,628.0983495145631,1679.57,237.69
PSP,2011,Role-Playing,Square Enix,0.1,72.0,7.9,0.622510067114094,0.24425391591096457,1251.8677449664428,491.19462489694973,900.3100000000001,265.96
PSP,2009,Sports,Take-Two Interactive,0.1,75.0,7.45,0.5670881226053639,0.24425391591096457,1139.2800383141762,490.70611706512784,1280.37,266.06
DS,2008,Simulation,Deep Silver,0.1,67.0,7.2,0.4519354838709677,0.3801293900184843,907.4864516129031,763.2998151571164,374.78,772.37
Wii,2010,Adventure,Activision,0.1,67.0,8.1,0.18574980574980576,0.6992690278824416,373.3571095571096,1405.5307460437077,205.6,892.55
PC,2009,Racing,Electronic Arts,0.1,87.0,7.6,0.5853944223107569,0.26725025746652936,1176.0573944223106,536.9057672502574,711.08,233.16
GBA,2004,Adventure,Nintendo,0.1,70.0,8.3,0.18574980574980576,0.3870230862697448,372.2426107226108,775.5942648845686,205.7,292.06
Wii,2009,Action,D3Publisher,0.1,60.0,7.4,0.5264508393285372,0.6992690278824416,1057.6397362110313,1404.8314770158252,1679.67,892.65
X360,2011,Sports,Deep Silver,0.1,46.0,6.5,0.5670881226053639,0.7692169146436961,1140.414214559387,1546.895215348473,1280.47,958.78
DS,2008,Adventure,Alchemist,0.1,67.0,7.9,0.18574980574980576,0.3801293900184843,372.98560994560995,763.2998151571164,205.8,772.47
PS2,2004,Simulation,Global Star,0.1,73.0,8.350000000000001,0.4519354838709677,0.58089986155976,905.6787096774193,1164.123322565759,374.88,1209.23
PS,2001,Racing,TDK Mediactive,0.1,74.5,8.25,0.5853944223107569,0.6109197324414716,1171.3742390438244,1222.4503846153846,711.18,712.13
PS4,2015,Fighting,Capcom,0.1,71.0,6.3,0.529375,0.8276785714285715,1066.6906250000002,1667.7723214285716,431.71,272.6
Wii,2009,Simulation,Activision,0.1,68.5,7.8,0.4519354838709677,0.6992690278824416,907.9383870967741,1404.8314770158252,374.98,892.75
3DS,2011,Platform,Ubisoft,0.1,74.0,7.4,0.9373055242390079,0.4861689587426326,1884.921409244645,977.6857760314342,817.38,235.92
DS,2008,Simulation,"Destination Software, Inc",0.1,67.0,7.2,0.4519354838709677,0.3801293900184843,907.4864516129031,763.2998151571164,375.08,772.57
DS,2009,Puzzle,Rising Star Games,0.1,72.0,6.3,0.4208762886597938,0.3801293900184843,845.5404639175258,763.6799445471349,230.26,772.67
PC,2016,Adventure,Square Enix,0.1,86.0,8.0,0.18574980574980576,0.26725025746652936,374.4716083916084,538.7765190525232,205.9,233.26
3DS,2011,Misc,Crave Entertainment,0.1,76.0,7.9,0.4657619321449109,0.4861689587426326,936.6472455434158,977.6857760314342,760.86,236.02
PS3,2016,Role-Playing,Unknown,0.1,75.5,7.9,0.622510067114094,0.7202102102102103,1254.9802953020135,1451.9437837837838,900.41,937.5600000000001
PSP,2006,Action,Capcom,0.1,74.0,7.3,0.5264508393285372,0.24425391591096457,1056.0603836930457,489.9733553173949,1679.77,266.16
XB,2004,Racing,Activision,0.1,79.0,7.5,0.5853944223107569,0.31342233009708736,1173.1304223107568,628.0983495145631,711.28,237.79
PS,1996,Shooter,Activision,0.1,74.5,8.1,0.7908155487804878,0.6109197324414716,1578.4678353658535,1219.3957859531772,1008.26,712.23
3DS,2011,Action,Sega,0.1,71.0,7.1,0.5264508393285372,0.4861689587426326,1058.6926378896883,977.6857760314342,1679.87,236.12
PSP,2008,Role-Playing,Nippon Ichi Software,0.1,72.0,7.9,0.622510067114094,0.24425391591096457,1250.0002147651007,490.46186314921687,900.51,266.26
DS,2007,Action,Namco Bandai Games,0.1,65.0,7.3,0.5264508393285372,0.3801293900184843,1056.5868345323743,762.9196857670979,1679.97,772.77
PS2,2005,Action,Sony Computer Entertainment,0.1,69.0,8.1,0.5264508393285372,0.58089986155976,1055.533932853717,1164.7042224273189,1680.07,1209.33
X360,2013,Simulation,Microsoft Game Studios,0.1,70.5,7.65,0.4519354838709677,0.7692169146436961,909.746129032258,1548.4336491777603,375.18,958.88
PS2,2007,Racing,Capcom,0.1,62.0,8.0,0.5853944223107569,0.58089986155976,1174.8866055776891,1165.8660221504383,711.38,1209.43
DS,2006,Adventure,505 Games,0.1,60.0,6.6,0.18574980574980576,0.3801293900184843,372.61411033411036,762.5395563770795,206.0,772.87
PS,1998,Racing,MTO,0.1,74.5,8.25,0.5853944223107569,0.6109197324414716,1169.6180557768923,1220.6176254180602,711.48,712.33
DS,2010,Sports,Activision,0.1,68.0,7.449999999999999,0.5670881226053639,0.3801293900184843,1139.8471264367815,764.0600739371534,1280.57,772.97
SNES,1995,Sports,Asmik Corp,0.1,73.0,7.7,0.5670881226053639,0.8370292887029289,1131.340804597701,1669.8734309623433,1280.67,197.69
GBA,2004,Platform,Nintendo,0.1,76.5,8.0,0.9373055242390079,0.3870230862697448,1878.360270574972,775.5942648845686,817.48,292.16
XB,2002,Shooter,BAM! Entertainment,0.1,74.0,7.6,0.7908155487804878,0.31342233009708736,1583.2127286585364,627.471504854369,1008.36,237.89000000000001
PS,1997,Shooter,Interplay Productions,0.1,74.5,8.1,0.7908155487804878,0.6109197324414716,1579.258650914634,1220.0067056856187,1008.46,712.43
X360,2009,Misc,Disney Interactive Studios,0.1,73.5,7.25,0.4657619321449109,0.7692169146436961,935.715721679126,1545.3567815191855,760.96,958.98
Wii,2008,Shooter,Eidos Interactive,0.1,78.0,7.7,0.7908155487804878,0.6992690278824416,1587.9576219512194,1404.1322079879428,1008.56,892.85
XOne,2015,Action,Capcom,0.1,75.0,7.9,0.5264508393285372,0.6622535211267606,1060.7984412470025,1334.4408450704227,1680.17,138.74
DS,2011,Sports,Take-Two Interactive,0.1,68.0,7.449999999999999,0.5670881226053639,0.3801293900184843,1140.414214559387,764.4402033271718,1280.77,773.07
PS2,2007,Role-Playing,Sega,0.1,64.0,7.8,0.622510067114094,0.58089986155976,1249.3777046979865,1165.8660221504383,900.61,1209.53
PS,1996,Fighting,Asmik Ace Entertainment,0.1,84.0,8.4,0.529375,0.6109197324414716,1056.6325000000002,1219.3957859531772,431.81,712.53
PC,2015,Role-Playing,inXile Entertainment,0.1,81.0,7.2,0.622510067114094,0.26725025746652936,1254.3577852348992,538.5092687950566,900.71,233.36
PS,1998,Role-Playing,From Software,0.1,82.0,8.8,0.622510067114094,0.6109197324414716,1243.7751140939597,1220.6176254180602,900.8100000000001,712.63
DS,2008,Action,Electronic Arts,0.1,65.0,7.3,0.5264508393285372,0.3801293900184843,1057.1132853717027,763.2998151571164,1680.27,773.17
PSP,2009,Fighting,Namco Bandai Games,0.1,28.0,1.5,0.529375,0.24425391591096457,1063.514375,490.70611706512784,431.91,266.36
DS,2008,Misc,Playlogic Game Factory,0.1,70.0,7.5,0.4657619321449109,0.3801293900184843,935.2499597469811,763.2998151571164,761.06,773.27
Wii,2007,Action,Codemasters,0.1,62.0,6.3,0.5264508393285372,0.6992690278824416,1056.5868345323743,1403.4329389600603,1680.37,892.95
X360,2009,Action,Warner Bros. Interactive Entertainment,0.1,72.5,7.4,0.5264508393285372,0.7692169146436961,1057.6397362110313,1545.3567815191855,1680.47,959.08
DS,2005,Racing,Zoo Digital Publishing,0.1,50.0,7.4,0.5853944223107569,0.3801293900184843,1173.7158167330676,762.159426987061,711.58,773.37
XB,2006,Platform,Vivendi Games,0.1,68.0,7.8,0.9373055242390079,0.31342233009708736,1880.2348816234498,628.7251941747572,817.58,237.99
PS2,2004,Fighting,505 Games,0.1,73.0,7.5,0.529375,0.58089986155976,1060.8675,1164.123322565759,432.01,1209.63
X360,2010,Action,Electronic Arts,0.1,72.5,7.4,0.5264508393285372,0.7692169146436961,1058.1661870503597,1546.1259984338292,1680.57,959.18
PS3,2011,Racing,Activision,0.1,76.5,7.2,0.5853944223107569,0.7202102102102103,1177.228183266932,1448.3427327327329,711.68,937.66
PS,1997,Adventure,Psygnosis,0.1,76.0,8.3,0.18574980574980576,0.6109197324414716,370.9423620823621,1220.0067056856187,206.1,712.73
PS2,2001,Racing,Rage Software,0.1,64.0,7.9,0.5853944223107569,0.58089986155976,1171.3742390438244,1162.3806229810798,711.78,1209.73
PSV,2013,Sports,Konami Digital Entertainment,0.1,76.0,7.5,0.5670881226053639,0.14995157384987892,1141.5483908045976,301.85251815980627,1280.87,52.5
PSV,2013,Fighting,Tecmo Koei,0.1,79.5,7.65,0.529375,0.14995157384987892,1065.631875,301.85251815980627,432.11,52.6
PS,1996,Puzzle,Konami Digital Entertainment,0.1,83.0,8.5,0.4208762886597938,0.6109197324414716,840.0690721649485,1219.3957859531772,230.36,712.83
DS,2007,Role-Playing,Namco Bandai Games,0.1,73.0,7.8,0.622510067114094,0.3801293900184843,1249.3777046979865,762.9196857670979,900.91,773.47
XB,2003,Racing,THQ,0.1,87.0,7.5,0.5853944223107569,0.31342233009708736,1172.5450278884462,627.784927184466,711.88,238.09
DS,2007,Sports,Namco Bandai Games,0.1,68.0,7.449999999999999,0.5670881226053639,0.3801293900184843,1138.1458620689652,762.9196857670979,1280.97,773.57
GBA,2002,Fighting,Banpresto,0.1,77.5,7.6,0.529375,0.3870230862697448,1059.8087500000001,774.820218712029,432.21,292.26
Wii,2011,Misc,Rising Star Games,0.1,70.0,7.2,0.4657619321449109,0.6992690278824416,936.6472455434158,1406.23001507159,761.16,893.05
PS3,2007,Misc,Sony Computer Entertainment,0.1,76.0,7.45,0.4657619321449109,0.7202102102102103,934.7841978148361,1445.461891891892,761.26,937.76
PC,2011,Action,Activision,0.1,77.0,7.4,0.5264508393285372,0.26725025746652936,1058.6926378896883,537.4402677651906,1680.67,233.46
Wii,2009,Simulation,THQ,0.1,68.5,7.8,0.4519354838709677,0.6992690278824416,907.9383870967741,1404.8314770158252,375.28,893.15
DS,2008,Simulation,Nintendo,0.1,67.0,7.2,0.4519354838709677,0.3801293900184843,907.4864516129031,763.2998151571164,375.38,773.67
PSV,2012,Adventure,Gust,0.1,83.0,8.2,0.18574980574980576,0.14995157384987892,373.7286091686092,301.7025665859564,206.2,52.7
PS2,2006,Role-Playing,505 Games,0.1,71.0,8.1,0.622510067114094,0.58089986155976,1248.7551946308724,1165.2851222888787,901.01,1209.83
X360,2011,Action,Crave Entertainment,0.1,72.5,7.4,0.5264508393285372,0.7692169146436961,1058.6926378896883,1546.895215348473,1680.77,959.28
PSP,2012,Role-Playing,Image Epoch,0.1,72.0,7.9,0.622510067114094,0.24425391591096457,1252.490255033557,491.4388788128607,901.11,266.46
Wii,2009,Simulation,Eidos Interactive,0.1,68.5,7.8,0.4519354838709677,0.6992690278824416,907.9383870967741,1404.8314770158252,375.48,893.25
GBA,2006,Platform,Konami Digital Entertainment,0.1,76.5,8.0,0.9373055242390079,0.3870230862697448,1880.2348816234498,776.368311057108,817.6800000000001,292.36
GBA,2002,Shooter,BAM! Entertainment,0.1,72.5,8.1,0.7908155487804878,0.3870230862697448,1583.2127286585364,774.820218712029,1008.66,292.46
GC,2004,Sports,Konami Digital Entertainment,0.1,80.5,7.7,0.5670881226053639,0.35850987432675047,1136.4445977011492,718.4537881508079,1281.07,187.08
XB,2002,Simulation,Microsoft Game Studios,0.1,83.0,8.5,0.4519354838709677,0.31342233009708736,904.7748387096774,627.471504854369,375.58,238.19
DS,2007,Strategy,Ghostlight,0.1,73.0,7.3,0.2568035190615836,0.3801293900184843,515.4046627565983,762.9196857670979,158.74,773.77
DS,2009,Action,Blast! Entertainment Ltd,0.1,65.0,7.3,0.5264508393285372,0.3801293900184843,1057.6397362110313,763.6799445471349,1680.87,773.87
PS,1997,Fighting,Capcom,0.1,84.0,8.4,0.529375,0.6109197324414716,1057.161875,1220.0067056856187,432.31,712.93
DS,2010,Misc,Conspiracy Entertainment,0.1,70.0,7.5,0.4657619321449109,0.3801293900184843,936.1814836112709,764.0600739371534,761.36,773.97
